Y1	1	1	1	31	2	15
U2	1	4	1	30	2	14
Y4	1	7	1	29	2	13
U3	1	10	1	28	2	12
Y7	1	13	1	27	2	11
Y8	1	16	1	26	2	10
Y10	1	19	1	25	2	9
Y11	1	22	1	24	2	8
U6	1	25	1	23	2	7
Y14	1	28	1	22	2	6
U7	1	31	1	21	2	5
Y17	1	34	1	20	2	4
Y18	1	37	1	19	2	3
Y20	1	40	1	18	2	2
Y21	1	43	1	17	2	1
U10	1	46	1	16	2	0
Y24	1	49	1	15	1	15
U11	1	52	1	14	1	14
Y27	1	55	1	13	1	13
Y28	1	58	1	12	1	12
Y30	1	61	1	11	1	11
Y31	1	64	1	10	1	10
U14	1	67	1	9	1	9
Y34	1	70	1	8	1	8
U15	1	73	1	7	1	7
Y37	1	76	1	6	1	6
Y38	1	79	1	5	1	5
Y40	1	82	1	4	1	4
Y41	2	1	1	79	5	15
U18	2	4	1	78	5	14
Y44	2	7	1	77	5	13
U19	2	10	1	76	5	12
Y47	2	13	1	75	5	11
Y48	2	16	1	74	5	10
Y50	2	19	1	73	5	9
Y51	2	22	1	72	5	8
U22	2	25	1	71	5	7
Y54	2	28	1	70	5	6
U23	2	31	1	69	5	5
Y57	2	34	1	68	5	4
Y58	2	37	1	67	5	3
Y60	2	40	1	66	5	2
Y61	2	43	1	65	5	1
U26	2	46	1	64	5	0
Y64	2	49	1	95	6	15
U27	2	52	1	94	6	14
Y67	2	55	1	93	6	13
Y68	2	58	1	92	6	12
Y70	2	61	1	91	6	11
Y71	2	64	1	90	6	10
U30	2	67	1	89	6	9
Y74	2	70	1	88	6	8
U31	2	73	1	87	6	7
Y77	2	76	1	86	6	6
Y78	2	79	1	85	6	5
Y80	2	82	1	84	6	4
Y81	1	1	2	31	2	15
U34	1	4	2	30	2	14
Y84	1	7	2	29	2	13
U35	1	10	2	28	2	12
Y87	1	13	2	27	2	11
Y88	1	16	2	26	2	10
Y90	1	19	2	25	2	9
Y91	1	22	2	24	2	8
U38	1	25	2	23	2	7
Y94	1	28	2	22	2	6
U39	1	31	2	21	2	5
Y97	1	34	2	20	2	4
Y98	1	37	2	19	2	3
Y100	1	40	2	18	2	2
Y101	1	43	2	17	2	1
U42	1	46	2	16	2	0
Y104	1	49	2	15	1	15
U43	1	52	2	14	1	14
Y107	1	55	2	13	1	13
Y108	1	58	2	12	1	12
Y110	1	61	2	11	1	11
Y111	1	64	2	10	1	10
U46	1	67	2	9	1	9
Y114	1	70	2	8	1	8
U47	1	73	2	7	1	7
Y117	1	76	2	6	1	6
Y118	1	79	2	5	1	5
Y120	1	82	2	4	1	4
Y121	2	1	2	79	5	15
U50	2	4	2	78	5	14
Y124	2	7	2	77	5	13
U51	2	10	2	76	5	12
Y127	2	13	2	75	5	11
Y128	2	16	2	74	5	10
Y130	2	19	2	73	5	9
Y131	2	22	2	72	5	8
U54	2	25	2	71	5	7
Y134	2	28	2	70	5	6
U55	2	31	2	69	5	5
Y137	2	34	2	68	5	4
Y138	2	37	2	67	5	3
Y140	2	40	2	66	5	2
Y141	2	43	2	65	5	1
U58	2	46	2	64	5	0
Y144	2	49	2	95	6	15
U59	2	52	2	94	6	14
Y147	2	55	2	93	6	13
Y148	2	58	2	92	6	12
Y150	2	61	2	91	6	11
Y151	2	64	2	90	6	10
U62	2	67	2	89	6	9
Y154	2	70	2	88	6	8
U63	2	73	2	87	6	7
Y157	2	76	2	86	6	6
Y158	2	79	2	85	6	5
Y160	2	82	2	84	6	4
U1	1	3	1	48	4	0
Y2	1	6	1	49	4	1
Y3	1	9	1	50	4	2
Y5	1	12	1	51	4	3
Y6	1	15	1	52	4	4
U4	1	18	1	53	4	5
Y9	1	21	1	54	4	6
U5	1	24	1	55	4	7
Y12	1	27	1	56	4	8
Y13	1	30	1	57	4	9
Y15	1	33	1	58	4	10
Y16	1	36	1	59	4	11
U8	1	39	1	60	4	12
Y19	1	42	1	61	4	13
U9	1	45	1	62	4	14
Y22	1	48	1	63	4	15
Y23	1	51	1	32	3	0
Y25	1	54	1	33	3	1
Y26	1	57	1	34	3	2
U12	1	60	1	35	3	3
Y29	1	63	1	36	3	4
U13	1	66	1	37	3	5
Y32	1	69	1	38	3	6
Y33	1	72	1	39	3	7
Y35	1	75	1	40	3	8
Y36	1	78	1	41	3	9
U16	1	81	1	42	3	10
Y39	1	84	1	43	3	11
U17	2	3	1	96	7	0
Y42	2	6	1	97	7	1
Y43	2	9	1	98	7	2
Y45	2	12	1	99	7	3
Y46	2	15	1	100	7	4
U20	2	18	1	101	7	5
Y49	2	21	1	102	7	6
U21	2	24	1	103	7	7
Y52	2	27	1	104	7	8
Y53	2	30	1	105	7	9
Y55	2	33	1	106	7	10
Y56	2	36	1	107	7	11
U24	2	39	1	108	7	12
Y59	2	42	1	109	7	13
U25	2	45	1	110	7	14
Y62	2	48	1	111	7	15
Y63	2	51	1	112	8	0
Y65	2	54	1	113	8	1
Y66	2	57	1	114	8	2
U28	2	60	1	115	8	3
Y69	2	63	1	116	8	4
U29	2	66	1	117	8	5
Y72	2	69	1	118	8	6
Y73	2	72	1	119	8	7
Y75	2	75	1	120	8	8
Y76	2	78	1	121	8	9
U32	2	81	1	122	8	10
Y79	2	84	1	123	8	11
U33	1	3	2	48	4	0
Y82	1	6	2	49	4	1
Y83	1	9	2	50	4	2
Y85	1	12	2	51	4	3
Y86	1	15	2	52	4	4
U36	1	18	2	53	4	5
Y89	1	21	2	54	4	6
U37	1	24	2	55	4	7
Y92	1	27	2	56	4	8
Y93	1	30	2	57	4	9
Y95	1	33	2	58	4	10
Y96	1	36	2	59	4	11
U40	1	39	2	60	4	12
Y99	1	42	2	61	4	13
U41	1	45	2	62	4	14
Y102	1	48	2	63	4	15
Y103	1	51	2	32	3	0
Y105	1	54	2	33	3	1
Y106	1	57	2	34	3	2
U44	1	60	2	35	3	3
Y109	1	63	2	36	3	4
U45	1	66	2	37	3	5
Y112	1	69	2	38	3	6
Y113	1	72	2	39	3	7
Y115	1	75	2	40	3	8
Y116	1	78	2	41	3	9
U48	1	81	2	42	3	10
Y119	1	84	2	43	3	11
U49	2	3	2	96	7	0
Y122	2	6	2	97	7	1
Y123	2	9	2	98	7	2
Y125	2	12	2	99	7	3
Y126	2	15	2	100	7	4
U52	2	18	2	101	7	5
Y129	2	21	2	102	7	6
U53	2	24	2	103	7	7
Y132	2	27	2	104	7	8
Y133	2	30	2	105	7	9
Y135	2	33	2	106	7	10
Y136	2	36	2	107	7	11
U56	2	39	2	108	7	12
Y139	2	42	2	109	7	13
U57	2	45	2	110	7	14
Y142	2	48	2	111	7	15
Y143	2	51	2	112	8	0
Y145	2	54	2	113	8	1
Y146	2	57	2	114	8	2
U60	2	60	2	115	8	3
Y149	2	63	2	116	8	4
U61	2	66	2	117	8	5
Y152	2	69	2	118	8	6
Y153	2	72	2	119	8	7
Y155	2	75	2	120	8	8
Y156	2	78	2	121	8	9
U64	2	81	2	122	8	10
Y159	2	84	2	123	8	11
Y161	1	1	3	31	2	15
U66	1	4	3	30	2	14
Y164	1	7	3	29	2	13
U67	1	10	3	28	2	12
Y167	1	13	3	27	2	11
Y168	1	16	3	26	2	10
Y170	1	19	3	25	2	9
Y171	1	22	3	24	2	8
U70	1	25	3	23	2	7
Y174	1	28	3	22	2	6
U71	1	31	3	21	2	5
Y177	1	34	3	20	2	4
Y178	1	37	3	19	2	3
Y180	1	40	3	18	2	2
Y181	1	43	3	17	2	1
U74	1	46	3	16	2	0
Y184	1	49	3	15	1	15
U75	1	52	3	14	1	14
Y187	1	55	3	13	1	13
Y188	1	58	3	12	1	12
Y190	1	61	3	11	1	11
Y191	1	64	3	10	1	10
U78	1	67	3	9	1	9
Y194	1	70	3	8	1	8
U79	1	73	3	7	1	7
Y197	1	76	3	6	1	6
Y198	1	79	3	5	1	5
Y200	1	82	3	4	1	4
Y201	1	85	3	3	1	3
U82	1	88	3	2	1	2
Y204	1	91	3	1	1	1
U83	1	94	3	0	1	0
Y207	2	1	3	79	5	15
Y208	2	4	3	78	5	14
Y210	2	7	3	77	5	13
Y211	2	10	3	76	5	12
U86	2	13	3	75	5	11
Y214	2	16	3	74	5	10
U87	2	19	3	73	5	9
Y217	2	22	3	72	5	8
Y218	2	25	3	71	5	7
Y220	2	28	3	70	5	6
Y221	2	31	3	69	5	5
U90	2	34	3	68	5	4
Y224	2	37	3	67	5	3
U91	2	40	3	66	5	2
Y227	2	43	3	65	5	1
Y228	2	46	3	64	5	0
Y230	2	49	3	95	6	15
Y231	2	52	3	94	6	14
U94	2	55	3	93	6	13
Y234	2	58	3	92	6	12
U95	2	61	3	91	6	11
Y237	2	64	3	90	6	10
Y238	2	67	3	89	6	9
Y240	2	70	3	88	6	8
Y241	2	73	3	87	6	7
U98	2	76	3	86	6	6
Y244	2	79	3	85	6	5
U99	2	82	3	84	6	4
Y247	2	85	3	83	6	3
Y248	2	88	3	82	6	2
Y250	2	91	3	81	6	1
Y252	2	94	3	80	6	0
U65	1	3	3	48	4	0
Y162	1	6	3	49	4	1
Y163	1	9	3	50	4	2
Y165	1	12	3	51	4	3
Y166	1	15	3	52	4	4
U68	1	18	3	53	4	5
Y169	1	21	3	54	4	6
U69	1	24	3	55	4	7
Y172	1	27	3	56	4	8
Y173	1	30	3	57	4	9
Y175	1	33	3	58	4	10
Y176	1	36	3	59	4	11
U72	1	39	3	60	4	12
Y179	1	42	3	61	4	13
U73	1	45	3	62	4	14
Y182	1	48	3	63	4	15
Y183	1	51	3	32	3	0
Y185	1	54	3	33	3	1
Y186	1	57	3	34	3	2
U76	1	60	3	35	3	3
Y189	1	63	3	36	3	4
U77	1	66	3	37	3	5
Y192	1	69	3	38	3	6
Y193	1	72	3	39	3	7
Y195	1	75	3	40	3	8
Y196	1	78	3	41	3	9
U80	1	81	3	42	3	10
Y199	1	84	3	43	3	11
U81	1	87	3	44	3	12
Y202	1	90	3	45	3	13
Y203	1	93	3	46	3	14
Y205	1	96	3	47	3	15
Y206	2	3	3	96	7	0
U84	2	6	3	97	7	1
Y209	2	9	3	98	7	2
U85	2	12	3	99	7	3
Y212	2	15	3	100	7	4
Y213	2	18	3	101	7	5
Y215	2	21	3	102	7	6
Y216	2	24	3	103	7	7
U88	2	27	3	104	7	8
Y219	2	30	3	105	7	9
U89	2	33	3	106	7	10
Y222	2	36	3	107	7	11
Y223	2	39	3	108	7	12
Y225	2	42	3	109	7	13
Y226	2	45	3	110	7	14
U92	2	48	3	111	7	15
Y229	2	51	3	112	8	0
U93	2	54	3	113	8	1
Y232	2	57	3	114	8	2
Y233	2	60	3	115	8	3
Y235	2	63	3	116	8	4
Y236	2	66	3	117	8	5
U96	2	69	3	118	8	6
Y239	2	72	3	119	8	7
U97	2	75	3	120	8	8
Y242	2	78	3	121	8	9
Y243	2	81	3	122	8	10
Y245	2	84	3	123	8	11
Y246	2	87	3	124	8	12
U100	2	90	3	125	8	13
Y249	2	93	3	126	8	14
Y251	2	96	3	127	8	15
Y253	1	1	4	31	2	15
U102	1	4	4	30	2	14
Y256	1	7	4	29	2	13
U103	1	10	4	28	2	12
Y259	1	13	4	27	2	11
Y260	1	16	4	26	2	10
Y262	1	19	4	25	2	9
Y263	1	22	4	24	2	8
U106	1	25	4	23	2	7
Y266	1	28	4	22	2	6
U107	1	31	4	21	2	5
Y268	1	34	4	20	2	4
Y270	1	37	4	19	2	3
Y272	1	40	4	18	2	2
Y273	1	43	4	17	2	1
U110	1	46	4	16	2	0
Y276	1	49	4	15	1	15
U111	1	52	4	14	1	14
Y279	1	55	4	13	1	13
Y280	1	58	4	12	1	12
Y282	1	61	4	11	1	11
Y283	1	64	4	10	1	10
U114	1	67	4	9	1	9
Y286	1	70	4	8	1	8
U115	1	73	4	7	1	7
Y289	1	76	4	6	1	6
Y290	1	79	4	5	1	5
Y292	1	82	4	4	1	4
Y293	1	85	4	3	1	3
U118	1	88	4	2	1	2
Y295	1	91	4	1	1	1
U119	1	94	4	0	1	0
Y299	2	1	4	79	5	15
Y300	2	4	4	78	5	14
Y302	2	7	4	77	5	13
Y303	2	10	4	76	5	12
U122	2	13	4	75	5	11
Y306	2	16	4	74	5	10
U123	2	19	4	73	5	9
Y309	2	22	4	72	5	8
Y310	2	25	4	71	5	7
Y312	2	28	4	70	5	6
Y313	2	31	4	69	5	5
U126	2	34	4	68	5	4
Y316	2	37	4	67	5	3
U127	2	40	4	66	5	2
Y319	2	43	4	65	5	1
Y320	2	46	4	64	5	0
Z1	2	49	4	95	6	15
Z2	2	52	4	94	6	14
Z3	2	55	4	93	6	13
Z4	2	58	4	92	6	12
Z5	2	61	4	91	6	11
Z6	2	64	4	90	6	10
U129	2	67	4	89	6	9
Z7	2	70	4	88	6	8
Z8	2	73	4	87	6	7
U130	2	76	4	86	6	6
Z9	2	79	4	85	6	5
Z10	2	82	4	84	6	4
U131	2	85	4	83	6	3
Z11	2	88	4	82	6	2
Z12	2	91	4	81	6	1
U132	2	94	4	80	6	0
Z23	1	1	5	31	2	15
U140	1	4	5	30	2	14
Z26	1	7	5	29	2	13
Z27	1	10	5	28	2	12
U142	1	13	5	27	2	11
Z30	1	16	5	26	2	10
U143	1	19	5	25	2	9
Z33	1	22	5	24	2	8
Z34	1	25	5	23	2	7
U145	1	28	5	22	2	6
Z37	1	31	5	21	2	5
Z38	1	34	5	20	2	4
Z40	1	37	5	19	2	3
Z41	1	40	5	18	2	2
U148	1	43	5	17	2	1
Z44	1	46	5	16	2	0
Z45	1	49	5	15	1	15
U150	1	52	5	14	1	14
Z48	1	55	5	13	1	13
U151	1	58	5	12	1	12
Z51	1	61	5	11	1	11
